ID,Mot_Vedette,Prononciation,Catégorie_Grammaticale,Classe_Nominale,Sens_ID,Définition,Traduction_Française,Catégorie_Grammaticale_Traduction_Française_Mot_Vedette,Phrase_Illustration,Traduction_Française_Phrase_Illustration
mbool1,mbool,mbɔ:l,turu bokkaale,m-,mbool1_1,gubu dugub wu rafet,Epi de mil frais à griller,nom,defaral mbool mi,Prépare les épis de mil à griller.
mboolaan1,mboolaan,mbɔla:n,turu bokkaale,m-,mboolaan1_1,jumtukaay bu ñuy dinde doomu dugub yu ñu lakk,Instument qui sert à enlever les grains de mil grillé,nom,jox ma mboolaan mi,Donne moi l'instrument à enlever les grains de mil grillé.
mboolem-nawle1,mboolem-nawle,mbɔ:lɛmnɐwlɛ,turu bokkaale,m-,mboolem-nawle1_1,kepp ku ñuy weccoog wOolu,Société,nom,mboolem-nawle mi nangu na,Toute la société est d'accord.
mbooloo1,mbooloo,mbɔ:lɔ:,turu bokkaale,m-,mbooloo1_1,,Assemblée,nom,mbooloo mi ñëw na,L'assemblée est venue.
mbootaay1,mbootaay,mbɔ:ta:y,turu bokkaale,m-,mbootaay1_1,,Association,nom,mbootaay mi dina dem sa xew ma.,L'association ira à la cérémonie.
mbootu1,mbootu,mbɔ:tu,turu bokkaale,m-,mbootu1_1,séru bootukaay,Pagne,nom,sa mbootu mi dafa tilim,ta pagne est sale.
mbooy1,mbooy,mbɔ:y,turu bokkaale,g-,mbooy1_1,péggub tool,Terre en jachère,nom,nag yi ñi ngi si mbooy gi,Les vaches sont dans la terre en jachère.
mbooy1,mbooy,mbɔ:y,turu bokkaale,m-,mbooy1_1,,Moment vide,nom,bul dem fenn si mbooy mi,Ne va nulle part en ce moment vide.
mbooytu1,mbooytu,mbɔ:ytu,waxe-jëfin,,mbooytu1_1,witt li sax ci tool wu ne si pégg,Récolter ce qui a poussé dans un champ laissé en friche,verbe,suma dina dem mbooytu,Demain j'irai récolter ce qui a poussé dans le champ laissé en friche.
mbopp1,mbopp,mbɔpʰ,turu bokkaale,s-,mbopp1_1,bopp bu ndaw,petite tête,nom,sa mbopp si dara du ci duggu,Rien n'entre dans ta petite tête.
mboq1,mboq,mbɔqə,waxe-nekkin,,mboq1_1,,Être jaune,verbe,sa yëre bi dafa mboq,Ton habit est jaune.
mboq1,mboq,mbɔqə,turu bokkaale,m-,mboq1_1,,Maïs,nom,mboq la bey,Il a cultivé du maïs.
mbortaan1,mbortaan,mbɔrta:n,turu bokkaale,m-,mbortaan1_1,doomu buy bu bees,Fruit du baobab juste aprés la floraison,nom,bayil mbortaan yi ngay dag,Arrete de couper les fruits naissants.
mbote1,mbote,mbɔtɛ,turu bokkaale,m-,mbote1_1,xar mu ndaw,Agneau,nom,sama maam mbote la ma may,Mon grang-père m'a offert un agneau.
mbott1,mbott,mbɔtʰ,turu bokkaale,m-,mbott1_1,,Grenouille,nom,day gëstu si mbott,Il fait des recherches sur la grenouille.
mbubb1,mbubb,mbubbə,turu bokkaale,m-,mbubb1_1,col guy sàng yaram yaram,Boubou,nom,sa mbubbu mi rafet na,Ton boubou est joli.
mbubboo1,mbubboo,mbubbɔ:,waxe-jëfin,,mbubboo1_1,,Se faire passer pour,verbe,bayil di mbubboo borom xaalis,Arrete de te faire passé pour un riche.
mbuddat1,mbuddat,mbuddɐt',turu bokkaale,m-,mbuddat1_1,ñax wu baaxul,Mauvaise herbe,nom,mbuddat mi laay dindi,J'enlève la mauvaise herbe.
mbugal1,mbugal,mbugɐl,waxe-jëfin,,mbugal1_1,metital ko deful yoon,Punir,verbe,mboo ko defe Yàlla dina la mbugal,Dieu te punira si tu le fais.
mbugal1,mbugal,mbugɐl,turu bokkaale,m-,mbugal1_1,xeetu rab wu am xott,Tortue,nom,mbugal mi laa indi,C'est la tortue que j'ai amené.
mbumbaay1,mbumbaay,mbumba:y,waxe-jëfin,,mbumbaay1_1,,Festoyer,verbe,dina dem mbumbaay,J'irai festoyer.
mbumbaay1,mbumbaay,mbumba:y,turu bokkaale,m-,mbumbaay1_1,,Fête,nom,seen mbumbaay kañ la,Votre fête c'est pour quand.
mbuñuka1,mbuñuka,mbuɲukɐ,turu bokkaale,m-,mbuñuka1_1,,Prépuce,nom,sa mbuñuka mi ga fas fii,C'est ton prépuce que tu as attaché ici.
mburaake1,mburaake,mbura:kɛ,turu bokkaale,m-,mburaake1_1,cere ju wow ñu dëbb ko boole ca gerte ak suukar,Cous-cous sec,nom,mburaake laay lekk,Je suis en train de manger du cous-cous sec.
mburgël1,mburgël,mburgəl,turu bokkaale,m-,mburgël1_1,,Tunnel,nom,si mburgël mi ngay aw,Tu passes dans le tunnel.
mburtu1,mburtu,mburtu,turu bokkaale,m-,mburtu1_1,,Veau,nom,sa mburtu mi tuuti na lool,Ton veau est trop petit.
mburu1,mburu,mburu,turu bokkaale,m-,mburu1_1,xeetu ñamu sunguf wuñuy lakk,Pain,nom,duma lekk mburu,Je ne mange pas du pain.
mbutéel1,mbutéel,mburte:l,turu bokkaale,s-,mbutéel1_1,butéel bu ndaw,Petite bouteille,nom,xàjjul si sa mbutéél si,Ta petite bouteille ne peut pas le contenir.
mbutumtumb1,mbutumtumb,mbutumtumbə,turu bokkaale,m-,mbutumtumb1_1,,Petit crocodile,nom,mbutumtumb mi moo dee,C'est le petit crocodile qui est mort.
mbuum1,mbuum,mbu:m,turu bokkaale,m-,mbuum1_1,xob yu ñuy togg lekk,Feuille comestible,nom,cere mbuum laay lekk,Je mange du couscous avec des feuilles.
mbuuraan1,mbuuraan,mbu:ra:n,turu bokkaale,m-,mbuuraan1_1,,Gingivite,nom,dafa mbuuraan,Il souffre de gingivite.
mbuus1,mbuus,mbu:s,turu bokkaale,m-,mbuus1_1,jumtukaay bu ñuy sol dara,Sacoche en toile,nom,def ko si mbuus,Mets-le dans une sacoche en toile.
mbuusu-jiwu1,mbuusu-jiwu,mbu:sujiwu,turu bokkaale,m-,mbuusu-jiwu1_1,,Ovaire,nom,mbuusu-jiwu mi lay dindi,Il est en train d'enlever l'ovaire.
mbuusu-saw1,mbuusu-saw,mbu:susaw,turu bokkaale,m-,mbuusu-saw1_1,,Vessie,nom,mbuusu-saw mi mooy métti,C'est la vessie qui lui fait mal.
méb1,méb,mep,turu bokkaale,,méb1_1,,Geste de menace,nom,dafa méb bëgg ma door,Il a fait un geste de menace pour me frapper.
mébét1,mébét,mebet',waxe-jëfin,,mébét1_1,yéena ju jegeñ,Faire des projets,verbe,dafay mébét genn reew mi,Il projette de quitter le pays.
mébét1,mébét,mebet',turu bokkaale,m-,mébét1_1,yéene dara,Projet,nom,sa mébét mi yag na,Ton projet a duré.
médd1,médd,meddə,turu bokkaale,m-,médd1_1,mala bu dee,Cadavre d'animal,nom,médd mi mooy xeeñ,C'est le cadavre qui pue.
mëdd1,mëdd,məddə,turu bokkaale,g-,mëdd1_1,gëléem gu gOor,Dromadaire mâle,nom,ag mëdd la jënd,Il a acheté un dromadaire mâle.
meeb1,meeb,mɛ:p,waxe-jëfin,,meeb1_1,nax dara ngir jàpp ko,Appâter,verbe,jënn yi lay meeb,Il est en train d'appâter les poissons.
meeb1,meeb,mɛ:p,turu bokkaale,b-,meeb1_1,lu nuy naxe ngir jàpp dara,Appât,nom,sa meeb yi jeex na,Tes appâts sont finis.
meeb1,meeb,mɛ:p,waxe-jëfin,,meeb1_1,,Prendre dans les bras avec soin,verbe,dafa meeb liir bi,Il a pris le bébé dans ses bras avec soin.
meen1,meen,mɛ:n,turu bokkaale,m-,meen1_1,ndoxum garab guñu jam,Sève,nom,meen mi lay dindi,Il extrait la sève.
meen1,meen,,,,meen1_1,,,,,
mees1,mees,mɛ:s,waxe-jëfin,,mees1_1,léttu ak xeetu wën,Coiffer avec des mèches,verbe,dafa bëgg mees,Elle veut se coiffer avec des mèches.
mees1,mees,mɛ:s,turu bokkaale,g-,mees1_1,wëñ giy tàkk ci làmp,Mèche de lampe,nom,mees bi jeex na,La mèche de lampe est finie.
mees1,mees,mɛ:s,turu bokkaale,b-,mees1_1,,Messe,nom,sa mees bi la dem,Il est parti à la messe.
meetar1,meetar,mɛ:tɐr,turu bokkaale,b-,meetar1_1,kuy jàngale,Maître,nom,meeetar bi moo ko dax,C'est le maître qui l'a renvoyé.
meetar1,meetar,mɛ:tɐr,turu bokkaale,b-,meetar1_1,limu natt,Mètre,nom,ñaari meetar laa jënd,J'ai acheté deux mètres.
meew1,meew,mɛ:w,turu bokkaale,m-,meew1_1,,Lait,nom,meew mi dafa tuuru,Le lait s'est versé.
mëfër1,mëfër,məfər,turu bokkaale,m-,mëfër1_1,,Panthère,nom,dima bëgg gis mëfër,Je veux voir une panthère.
mëgg1,mëgg,məggə,turu bokkaale,g-,mëgg1_1,létt yu rey,Grosse tresse,nom,ay mëgg la def,Elle a fait de grosses tresses.
mel1,mel,mɛl,waxe-nekkin,,mel1_1,,Ressembler,verbe,dafa mel ni dof,Il ressemble à un fou.
melantaan1,melantaan,mɛlɐnta:n,turu bokkaale,b-,melantaan1_1,,Petite foumis noire,nom,melantaan bi moo ko màtt,C'est la fourmis noir qui l'a piqué.
melastiku1,melastiku,mɛlɐstiku,waxe-jëfin,,melastiku1_1,mar ay tuñ ngir yàkkamtig lekk,Se pourlécher,verbe,tàndarma bi moo neew mo tax muy melastiku,La datte est est juteuse c'est pour cela il se pouléche.
melax1,melax,mɛlɐx,waxe-nekkin,,melax1_1,luy leer,Briller,verbe,cin baa ngi melax,La marmite brille.
mëlëñ1,mëlëñ,mələɲ,waxe-nekkin,,mëlëñ1_1,,Être édenté,verbe,sama maam dafa mëlëñ,Mon grand-père est édenté.
melentaan1,melentaan,mɛlɛnta:n,,b-,melentaan1_1,,Petite foumis noir,nom,melentaan bi moo ko màtt,C'est la fourmis noir qui l'a piqué.
meles1,meles,mɛlɛs,,,meles1_1,,Manière de disparaître rapidement,,,
mellax1,mellax,mɛllɐx,waxe-nekkin,,mellax1_1,luy leer,Briller,verbe,cin baa ngi mellax,La marmite brille.
mellax1,mellax,mɛllɐx,turu bokkaale,,mellax1_1,leer guy dogganti,Eclair,nom,asamaan si mi ngi mellax,Le ciel fait des éclairs.
melo1,melo,mɛlɔ,turu bokkaale,b-,melo1_1,,Couleur,nom,lan mooy melo bi,Quelle est sa couleur.
melokaan1,melokaan,mɛlɔka:n,turu bokkaale,w-,melokaan1_1,,Aspect,nom,,
mën1,mën,mən,waxe-nekkin,,mën1_1,,Pouvoir,verbe,mën naa ko def,Je peux le faire.
mën1,mën,mən,waxe-nekkin,,mën1_1,def ag nekk,Etre plus fort,verbe,maa la man,Je suis plus fort que toi.
méngale1,méngale,mengɐlɛ,waxe-jëfin,,méngale1_1,,Comparer,verbe,mënooleen méngale,Tu ne peux pas les comparer.
méngoo1,méngoo,mengɔ:,waxe-jëfin,,méngoo1_1,,Coordonner,nom,boo egse na nga méngoo ak sama mag,"Quand tu arrives, tu coordonnes avec mon grand-frère."
mën-mën1,mën-mën,mənmən,turu bokkaale,m-,mën-mën1_1,la nit ki mën,Compétence,nom,samay mën-mën weesu na foofu,Mes compétences le dépassent.
meññ1,meññ,mɛɲɲə,waxe-jëfin,,meññ1_1,am doom bude ci garab,Fructifier,verbe,garab gi meññ na,L'arbre a fructifié.
meññeef1,meññeef,mɛɲɲɛ:f,turu bokkaale,w-,meññeef1_1,meññim wa,Fruit,nom,meññeef wi dafa bari,Il y a beaucoup de fruits.
meññet1,meññet,mɛɲɲɛt',turu bokkaale,g-,meññet1_1,,Fruits,nom,renn amul meññet,Cette année il ya pas de fruits.
menteñ1,menteñ,mɛntɛɲ,waxe-jëfin,,menteñ1_1,,Disparaître complétement,verbe,dafa yeew rekk ne menteñ si dëkk bi,Il s'est révéillé et il a disparu dans la ville.
mëq1,mëq,məqə,waxe-jëfin,,mëq1_1,,Manger à l'etat poudre,verbe,dafay mëq meew mi,Il mange le lait à l'état poudre.
mer1,mer,mɛr,waxe-nekkin,,mer1_1,am deret gu tàng bu soxeexu ci lu la neexul,Etre faché,verbe,dama mer,Je suis faché.
mer1,mer,mɛr,turu bokkaale,m-,mer1_1,deret gu tàng bu soxeexu ci lu la neexul,Colère,nom,sa mer wi moo ko tiital,C'est ta colère qui lui fait peur.
mër1,mër,mər,waxe-jëfin,,mër1_1,,Disparaître soudainement,verbe,dafa ne mër si dëkk bi,Il a disparu soudainement de la ville.
mere1,mere,mɛrɛ,waxe-nekkin,,mere1_1,,En vouloir a quelqu'un,verbe,dama la mere dax li nga def demb,Je t'en veux pour ce que tu as fais hier.
mërëg1,mërëg,mərək,turu bokkaale,,mërëg1_1,xeetu jën,Variété de sardine,nom,duma lekk mërëg,Je ne mange pas cette varièté de sardine.
meret1,meret,mɛrɛt',turu bokkaale,m-,meret1_1,dereti ngànt lu jiggéen,Lochies,nom,mi ngi tuur meret mi,Il verse les lochies.
metit1,metit,mɛtit,turu bokkaale,w-,metit1_1,yëg-yëgu métti,Douleur,nom,metit wi moo ko sonnal,C'est la douleur qui le fatigue.
metital1,metital,mɛtitɐl,waxe-jëfin,,metital1_1,,Torturer,verbe,dinanu ko metital ngir mu wax,on va le turturer pour qu'il parle.
metitlu1,metitlu,mɛtitlu,waxe-nekkin,,metitlu1_1,naqarlu dara,Se faire du chagrin,verbe,dem ngi lay metitlu,Le départ lui fait du chagrin.
metti1,metti,mɛtti,waxe-nekkin,,metti1_1,yëg-yëgu lu saf,Etre douloureux,verbe,gaañu bi dafa metti,La bléssure est douloureuse.
mey1,mey,mɛy,waxe-jëfin,,mey1_1,joxe sa yëf,Offrir,verbe,kaay ma mey la xaalis,Viens je vais t'offrir de l'argent.
miim1,miim,mi:m,waxe-jëfin,,miim1_1,wéddi liñu la tuumaal,Nier,verbe,dafa miim ne moo ko def,Il a nié que c'ést lui qui l'a fait.
miin1,miin,mi:n,waxe-nekkin,,miin1_1,ràññi,Se familiariser,verbe,miin nga waa kër gi,Tu t'es familiarisé avec ceux de la maison.
miir1,miir,mi:r,waxe-nekkin,,miir1_1,ku am wopp suy windél nit,Avoir le vertige,verbe,suma feebare damay miir,"Quand je tombe malade, j'ai le vertige."
miir1,miir,mi:r,turu bokkaale,b-,miir1_1,,Mur,nom,miir bi moo daanu,C'est le mur qui est tombé.
miir1,miir,mi:r,turu bokkaale,m-,miir1_1,wopp suy windél nit,Vertige,nom,sa miir mi dal na,Ton vertige s'est dissipé.
miis1,miis,mi:s,,,miis1_1,,,,,
mocc1,mocc,mɔcʰ,waxe-jëfin,,mocc1_1,wax ay baat bës ngir dindi mettit,Masser tout en disant des paroles incantatoires,verbe,damay dem sëriñ bi mocc ma,Je vais me faire masser tout en disant des paroles incantatoires par le marabout.
mool1,mool,mɔ:l,turu bokkaale,w-,mool1_1,doomi fas,Poulain,nom,mool wi moo raw,C'est le poulain qui a gagné.
mool1,mool,mɔ:l,turu bokkaale,b-,mool1_1,demkatu géej,Pêcheur,nom,sama mag mool la,Mon grand frère est pêcheur.
mott1,mott,mɔtʰ,waxe-jëfin,,mott1_1,guy wane santaane dem ci lu gaaw,Partir immédiatement,verbe,dafa ne mott genn,Il est parti immédiatement.
mottali1,mottali,mɔttɐli,waxe-jëfin,,mottali1_1,def dara mu mat,Compléter,verbe,dama bëgg nga mottali xaalis bi,Je veux que tu complètes l'argent.
mottaliku1,mottaliku,mɔttɐliku,waxe-jëfin,,mottaliku1_1,def dara ngir mottali sa bopp,Se compléter,verbe,dafa wutt soxna ngir mottaliku,Il a cherché femme pour se compléter.
moxoñ1,moxoñ,mɔxɔɲ,waxe-jëfin,,moxoñ1_1,mokkal xob yu wow ci ay yoxo,Froisser,verbe,lu tax nga moxoñ kayit bi,Pourquoi tu froisses le papier.
moxoñu1,moxoñu,mɔxɔɲu,waxe-nekkin,,moxoñu1_1,lunu mokkal,Être écrasé,verbe,sa beñe bi dafa moxoñu,Ton beignet s'est écrasé.
moy1,moy,mɔy,waxe-jëfin,,moy1_1,la dalul si limu jubluwoon,Manquer une cible,verbe,laalu ma dafa moy,Cela m'a pas touché tu as manqué ton cible.
moyaal1,moyaal,mɔya:l,turu bokkaale,b-,moyaal1_1,la buur di ñaan ab baadolo,Impot,nom,moyal bi dafa bari,L'impot est important.
moytandiku1,moytandiku,mɔytɐndiku,waxe-jëfin,,moytandiku1_1,teggi dara,Eviter,verbe,deel moytandiku kab yi,Il faut éviter les trous.
moytu1,moytu,mɔytu,waxe-jëfin,,moytu1_1,teggi dara,Eviter,verbe,deel moytandiku kab yi,Il faut éviter les trous.
mucc1,mucc,mucʰ,waxe-nekkin,,mucc1_1,raw am musiba,Être sauvé,verbe,dafa mucc si xare bi,Il est sauvé de la guerre.
mucc1,mucc,mucʰ,turu bokkaale,g-,mucc1_1,ku rëcc musiba,Salut,nom,ngir sa mucc moo tax ngay jàmmu,C'est pour ton salut que tu es disciple.
mudd1,mudd,muddə,turu bokkaale,b-,mudd1_1,,Quantité égale à quatre fois la mesure de deux mains,nom,bala ngaa wori dina joq mudd,Avant la fin du jeune il faut donner une quantité égale à deux mains.
muddaarante1,muddaarante,mudda:rɐntɛ,waxe-jëfin,,muddaarante1_1,,Négocier,verbe,da nga wara muddaarante ngir mu baal,Tu dois négocier pour qu'il te pardonne.
muj1,muj,muc,waxe-nekkin,,muj1_1,nekk sa gànnaaw,Être dernier,verbe,maa muj si joŋante bi,Je suis le dernier de l'examen.
mujj1,mujj,mujjə,waxe-nekkin,,mujj1_1,nekk sa gànnaaw,Être dernier,verbe,maa muj si joŋante bi,Je suis le dernier de l'examen.
mujj1,mujj,mujjə,turu bokkaale,g-,mujj1_1,,Fin,nom,mujj gi neexul,La fin n'est pas bien.
mujjantal1,mujjantal,mujjɐntɐl,turu bokkaale,b-,mujjantal1_1,,Finition,nom,mujjantal bi laay tiit,J'ai peur de la finition.
mujje1,mujje,mujjɛ,waxe-jëfin,,mujje1_1,,Finir par,verbe,dafa mujje nangu,Il a fini par accepter.
mujjeel1,mujjeel,mujjɛ:l,waxe-jëfin,,mujjeel1_1,,Mettre quelq'un en dernier,verbe,,
mukàllaf1,mukàllaf,muka:llɐf,turu bokkaale,b-,mukàllaf1_1,,Adulte,nom,leegi mukàllaf laa,Maintenant je suis adulte.
muluñ1,muluñ,muluɲ,waxe-nekkin,,muluñ1_1,,Être édenté,verbe,sama maam dafa muluñ,Mon grand-père est édenté.
mun1,mun,mun,waxe-jëfin,,mun1_1,,Pouvoir,verbe,mun naa ko def,Je peux le faire.
muñ1,muñ,muɲ,waxe-jëfin,,muñ1_1,denc méttit,Patienter,verbe,da nga wara muñ,Tu dois patienter.
muñal1,muñal,muɲɐl,waxe-jëfin,,muñal1_1,,Faire preuve de patience,verbe,muñal di na baax,Fais preuve de patience tout ira bien.
mungaas1,mungaas,muŋga:s,turu bokkaale,b-,mungaas1_1,,Pinces à épiler,nom,dina jënd mungaas,J'achéterai une pince à épiler.
mun-mun1,mun-mun,munmun,turu bokkaale,m-,mun-mun1_1,,Compétence,nom,am nga man-man ngir def ko,Tu as compétence pour le faire.
munn1,munn,munnə,waxe-jëfin,,munn1_1,,Donner une chiquenaude,verbe,munn ko si leq,Donne lui une chiquenaude à la joue.
muqatu1,muqatu,muqɐti,waxe-jëfin,,muqatu1_1,,Abuser de sa force envers une personne,verbe,bayil xale bi ngay muqatu,Arrete d'abuser de ta force envers l'enfant.
muraada1,muraada,mura:dɐ,turu bokkaale,y-,muraada1_1,,Affaires,nom,ma ngiy doqi samay muraada,Je vais m'occuper de mes affaires.
muraake1,muraake,mura:kɛ,turu bokkaale,m-,muraake1_1,cere ju wow ñu dëbb ko boole ca gerte ak suukar,Cous-cous sec,nom,mburaake laay lekk,Je suis en train de manger du cous-cous sec.
mureeku1,mureeku,murɛ:ku,waxe-nekkin,,mureeku1_1,lu muuraay bi dindeeku,Être dévoilé,verbe,dafa mureeku mo tax nga gis karaw yu weex yi,Elle s'est dévoilée c'est pour cela que tu as vu les cheveux blancs.
muriku1,muriku,muriku,waxe-nekkin,,muriku1_1,lu muur bi dindeeku,Être dévoilé,verbe,dafa muriku mo tax nga gis karaw yu weex yi,Elle s'est dévoilée c'est pour cela que tu as vu les cheveux blancs.
musal1,,,,,musal1_1,def ko mu mucc,Préserver d'un mal,verbe,Yàlna yàlla musal ko ci feebar bi,Que Dieu le préserve de la maladie.
musalkat1,musalkat,musɐlkɐt',turu bokkaale,b-,musalkat1_1,kuy musalaate,Sauveur,nom,mooy sama musalkat bi,C'est mon sauveur.
musiba1,musiba,musibɐ,turu bokkaale,m-,musiba1_1,,Malheur,nom,musiba mi egseegu fi,Le malheur n'est pas arrivé.
musibaal1,musibaal,musiba:l,,m-,musibaal1_1,,Malheur,nom,musibaal mi egseegu fi,Le malheur n'est pas arrivé.
muslaay1,muslaay,musla:y,turu bokkaale,g-,muslaay1_1,luñuy wut ngir mucc,Ce qui sert de protection,nom,dafa diwoo ndoxum muslaay,Il s'est enduit d'une liquide de protection.
muslu1,muslu,muslu,waxe-jëfin,,muslu1_1,ñaan mucc,Chercher à se préserver,verbe,deel muslu ay waxam,Il faut te préserver contre ses propos.
musóor1,musóor,muso:r,turu bokkaale,g-,musóor1_1,fulaaru bopp,Mouchoir de tête,nom,sa musóor gi guddu na,Ton mouchoir de tête est long.
musóor1,musóor,muso:r,waxe-jëfin,,musóor1_1,def fulaar sa bopp,Mettre un mouchoir de tête,verbe,kaay musóor ma,Viens me mettre la mouchoir de tête.
mutt-mutt1,mutt-mutt,mutʰmutʰ,turu bokkaale,g-,mutt-mutt1_1,,Variété de petit insecte ailé volant,nom,mutt-mutt yi bari na fi,les petits insectes sont nombreux.
muucu1,muucu,mu:cu,waxe-jëfin,,muucu1_1,,Aspirer à l'aide des lévres,verbe,dafa muucu ndox mi,Il a sucé l'eau.
muumin1,muumin,mu:min,turu bokkaale,m-,muumin1_1,,Innocent,nom,deful dara muumin la,C'est un innocent il n'a rien fait.
muuñ1,muuñ,mu:ɲ,turu bokkaale,,muuñ1_1,ree ju amul baat,Sourire,nom,looy muuñ,Pourqu'oi tu souris.
muur1,muur,mu:r,waxe-jëfin,,muur1_1,laxas sàng,Couvrir,verbe,dama bëgg nga muur ceeb bi,Je veux que tu couvres le riz.
muur1,muur,mu:r,turu bokkaale,m-,muur1_1,xéewalug mbett,Chance,nom,ku ñakk muur la,Il n'a pas de chance.
muuraay1,muuraay,mu:ra:y,turu bokkaale,b-,muuraay1_1,,La manière de se couvrir,nom,sa muuraay bi rafet na,Ta manière de te couvrir est jolie.
muuru1,muuru,mu:ru,waxe-jëfin,,muuru1_1,jëfi muur,Se couvrir,verbe,dafa wara muuru,Elle doit se couvrir.
muus1,muus,mu:s,waxe-jëfin,,muus1_1,yeewu,Être rusé,verbe,dafa muus,Il est rusé.
muus1,muus,mu:s,,,muus1_1,,Se dit d'une chose qui a perdu son humidité,,,
muus1,muus,mu:s,turu bokkaale,m-,muus1_1,rabu kër wu aay ci janax,Chat,nom,muus mi moo ma xosi,C'est le chat qui m'a griffé.
muusal1,muusal,mu:sɐl,waxe-jëfin,,muusal1_1,def dara mu muus,Cuire à l'étuvée,verbe,day muusal yàpp bi,Il cuit la viande à l'étuvée.
muusante1,muusante,mu:sɐntɛ,waxe-jëfin,,muusante1_1,jaayante muus,Jouer au plus rusé,verbe,bayil muusante bi,Arrete de jouer au plus rusé.
muut1,muut,mu:t',waxe-jëfin,,muut1_1,luy wane ndigalul noppi,Demeurer tranquille,verbe,lekkal ta ne muut,Mange et reste tranquille.
muuti1,muuti,mu:ti,turu bokkaale,g-,muuti1_1,,Anus,nom,sa muuti gi nga wara nëb,Tu dois cacher ton anus.
muut-muuti1,muut-muuti,mu:tmu:ti,waxe-jëfin,,muut-muuti1_1,,Bouger constamment,verbe,looy muut-muuti,Pourquoi tu bouges constamment.
na1,na,nɐ,,,na1_1,,,,,
naaf1,naaf,na:f,waxe-jëfin,,naaf1_1,,Faire une meule d'arachides en paille,verbe,si àll bi romb naa ay naaf,Dans la foret j'ai traversé des meules d'arachides en paille.
naaf1,naaf,na:f,turu bokkaale,b-,naaf1_1,,Meule d'arachides en paille,nom,ku moom naaf yi,A qui appartient ces meules d'arachides en paille.
naaféq1,naaféq,na:feqə,waxe-nekkin,,naaféq1_1,,Être perfide,verbe,naaféq nga,Tu es perfide.
ñaag1,ñaag,ɲa:g,waxe-jëfin,,ñaag1_1,,prendre une grosse poignée,verbe,,
ñaag1,ñaag,ɲa:g,turu bokkaale,b-,ñaag1_1,,poignée de nourriture,nom,,
naaga1,naaga,na:gɐ,turu bokkaale,b-,naaga1_1,,Chamelle,nom,dafa jënd naaga,Il a acheté une chamelle.
naagu1,naagu,na:gu,waxe-nekkin,,naagu1_1,,Être sûr de soi,verbe,da nga naaguwoon moo tax nga ñakk,Tu etais sûr de toi c'est pour cela tu as perdu.
naaj1,naaj,na:c,waxe-nekkin,,naaj1_1,,Être tard,verbe,dama wara dem naaj na,Je dois partir il est tard.
naaj1,naaj,na:c,turu bokkaale,w-,naaj1_1,,Chalaur du soleil,nom,naaj wi metti na,La chaleur est accablante.
naaje1,naaje,na:jɛ,turu bokkaale,b-,naaje1_1,,Citrouille,nom,dafa jënd ay naaje,Il a acheté des citrouilles.
naajo1,naajo,na:jɔ,turu bokkaale,b-,naajo1_1,,Citrouille,nom,dafa jënd ay naaje,Il a acheté des citrouilles.
naal1,naal,na:l,waxe-jëfin,,naal1_1,,Projeter,verbe,naal naa tukki,Je projette de voyager.
naal1,naal,na:l,turu bokkaale,b-,naal1_1,,Projet,nom,naka sa naal bi,Comment va ton projet.
naamaan1,naamaan,na:ma:n,turu bokkaale,b-,naamaan1_1,,Grand sac de sisal,nom,jaay naa naamaan bi,J'ai vendu le grand sac de sisal.
naan1,naan,na:n,waxe-jëfin,,naan1_1,,Boire,verbe,may ma naan,Offre moi à boire.
naan1,naan,na:n,turu bokkaale,g-,naan1_1,,Boisson,nom,jaay ma naan gi,Vends moi de la boisson.
ñaan1,ñaan,ɲa:n,waxe-jëfin,,ñaan1_1,,"demander, prier",verbe,,
ñaan1,ñaan,ɲa:n,turu bokkaale,b-,ñaan1_1,,demande en mariage,nom,"ñaan bi, pare na",la demande en mariage est faite
ñaan1,ñaan,ɲa:n,turu bokkaale,g-,ñaan1_1,,"demane, prière",nom,sama ñaan nangu na,ma prière est exaucée
naana1,naana,na:nɐ,turu bokkaale,b-,naana1_1,,Feuille de menthe,nom,defal naana ci warga gi,Mets des feuilles de menthe dans le thé.
ñaanaatu1,ñaanaatu,ɲa:na:tu,waxe-jëfin,,ñaanaatu1_1,,quémander,verbe,,
naankat1,naankat,na:nkɐt',turu bokkaale,b-,naankat1_1,,Ivrogne,nom,sa baay naankat la,Ton père est un ivrogne.
naanu1,naanu,na:nu,turu bokkaale,g-,naanu1_1,,Pipe,nom,bu ma jox naanu,Ne me donne pas une pipe.
naar1,naar,na:r,turu bokkaale,b-,naar1_1,,Arabe,nom,dem naa si naar bi ngir mu jaay ma ceeb,Je suis parti chez l'arabe pour qu'il me vend du riz.
ñaar1,ñaar,ɲa:r,lim-waññ,ñ-,ñaar1_1,,deux,numéral cardinal,"lu kenn mën, ñaar a ko ko dàq","ce qu'une seule personne sait faire, deux le font encore mieux."
ñaar1,ñaar,ɲa:r,waxe-nekkin,,ñaar1_1,,se reproduire,verbe,,
naar-bët1,naar-bët,na:rbət',turu bokkaale,b-,naar-bët1_1,,Insecte recouvert de poil,nom,naar-bët la buleen ragal,C'est un insecte n'ayez pas peur.
ñaare1,ñaare,ɲa:rɛ,tektal waxe,,ñaare1_1,,parfois,adverbe,,
ñaareel1,ñaareel,ɲa:rɛ:l,lim-toftal,b-,ñaareel1_1,,deuxième,numéral ordinal,ñaareel yoon bi la dëkk,il habite à la deuxième rue
